company,location,industry,total_laid_off,percentage_laid_off,date,stage,country,funds_raised_millions
974,148,3,22.0,0.25791719543147207,2023-02-13,5,56,170.0
297,110,24,80.0,0.3,2023-02-13,15,26,708.0
608,164,12,80.0,0.25791719543147207,2023-02-13,0,46,749.0
652,98,12,80.0,0.25791719543147207,2023-02-13,8,55,1800.0
931,148,13,80.0,0.25791719543147207,2023-02-13,0,56,154.0
1041,80,30,360.0,0.11,2023-02-12,5,23,138.0
1659,126,20,100.0,0.2,2023-02-10,0,56,16.0
1631,117,2,40.0,0.25791719543147207,2023-02-10,0,22,9400.0
1137,157,10,80.0,0.25791719543147207,2023-02-10,7,5,140.0
1352,148,14,80.0,0.28,2023-02-10,1,56,298.0
1828,148,2,1600.0,0.2,2023-02-09,0,56,6.0
1030,136,12,649.0,0.33,2023-02-09,6,56,526.0
461,98,12,350.0,0.09,2023-02-09,1,55,1700.0
1126,43,15,215.0,0.35,2023-02-09,11,56,856.0
1145,148,10,155.0,0.1,2023-02-09,1,56,566.0
655,148,23,130.0,0.07,2023-02-09,1,56,413.0
145,126,26,126.0,0.12,2023-02-09,1,56,156.5
1096,126,15,119.0,0.17,2023-02-09,15,56,218.0
1738,171,28,66.0,0.12,2023-02-09,6,14,192.0
1305,173,30,31.0,0.11,2023-02-09,1,25,317.0
654,148,23,80.0,0.1,2023-02-09,0,56,350.0
1300,167,21,80.0,0.25791719543147207,2023-02-09,15,56,156.5
1783,17,3,80.0,1.0,2023-02-09,15,22,156.5
668,137,20,530.0,0.08,2023-02-08,1,56,800.0
36,148,10,500.0,0.19,2023-02-08,1,56,1500.0
702,148,13,126.0,0.05,2023-02-08,8,56,746.0
679,148,27,80.0,0.07,2023-02-08,8,56,583.0
148,43,15,31.0,0.08,2023-02-08,8,56,168.0
541,148,10,24.0,0.25,2023-02-08,5,56,85.0
144,170,30,80.0,0.75,2023-02-08,15,1,63.0
871,176,10,80.0,0.14,2023-02-08,7,7,278.0
1002,126,15,80.0,1.0,2023-02-08,6,56,100.0
1079,170,1,80.0,0.2,2023-02-08,0,1,15.0
1866,148,22,1300.0,0.15,2023-02-07,1,56,276.0
1881,148,26,500.0,0.04,2023-02-07,1,56,1200.0
1409,6,28,212.0,0.09,2023-02-07,1,56,83.0
1389,6,27,100.0,0.1,2023-02-07,0,56,245.0
1144,107,10,83.0,1.0,2023-02-07,1,1,299.0
904,54,7,27.0,0.09,2023-02-07,2,24,56.0
1395,8,13,80.0,0.19,2023-02-07,5,56,106.0
464,8,14,6650.0,0.05,2023-02-06,1,56,156.5
946,157,18,300.0,0.07,2023-02-06,9,5,507.0
303,107,26,100.0,0.25791719543147207,2023-02-06,0,1,80.0
1753,99,30,80.0,0.25791719543147207,2023-02-06,14,56,156.5
493,24,20,59.0,0.25791719543147207,2023-02-06,0,56,107.0
1249,117,21,50.0,0.25,2023-02-06,15,22,19.0
338,148,27,20.0,0.25791719543147207,2023-02-06,9,56,496.0
257,157,10,80.0,0.25791719543147207,2023-02-06,15,5,2300.0
444,164,26,80.0,0.11,2023-02-06,15,46,156.5
1595,173,10,80.0,0.25791719543147207,2023-02-06,3,25,6.0
884,24,15,70.0,0.25791719543147207,2023-02-05,15,56,183.0
925,173,10,20.0,0.25,2023-02-05,5,25,42.0
565,123,18,90.0,0.25791719543147207,2023-02-03,8,22,150.0
1279,148,3,89.0,0.2,2023-02-03,15,56,10.0
576,170,26,80.0,0.15,2023-02-03,15,1,30.0
252,17,7,1500.0,0.25791719543147207,2023-02-02,2,22,5500.0
1122,148,28,300.0,0.05,2023-02-02,1,56,1200.0
119,148,22,250.0,0.02,2023-02-02,1,56,156.5
1026,148,15,127.0,0.25791719543147207,2023-02-02,6,56,160.0
1064,106,28,125.0,0.07,2023-02-02,1,55,156.5
1029,148,22,119.0,0.07,2023-02-02,6,56,476.0
652,126,12,100.0,0.25791719543147207,2023-02-02,8,56,1800.0
730,159,27,100.0,0.1,2023-02-02,9,56,644.0
184,159,3,80.0,0.25791719543147207,2023-02-02,15,56,156.5
1477,98,6,40.0,0.25791719543147207,2023-02-02,5,56,55.0
100,126,7,38.0,0.25791719543147207,2023-02-02,4,56,1500.0
468,24,22,80.0,0.25791719543147207,2023-02-02,1,56,811.0
651,148,30,80.0,0.1,2023-02-02,1,56,948.0
1065,161,2,80.0,0.2,2023-02-02,1,48,240.0
1575,148,29,80.0,0.25791719543147207,2023-02-02,7,56,497.0
1498,148,6,325.0,0.04,2023-02-01,1,56,2400.0
1232,148,2,150.0,0.25791719543147207,2023-02-01,1,56,1500.0
491,24,2,140.0,0.04,2023-02-01,1,56,719.0
430,184,28,121.0,0.25791719543147207,2023-02-01,1,56,161.0
1811,148,22,90.0,0.1,2023-02-01,8,56,415.0
1740,176,21,60.0,0.22,2023-02-01,1,7,156.5
1793,8,15,56.0,0.28,2023-02-01,6,56,215.0
309,126,3,44.0,0.05,2023-02-01,9,56,536.0
87,109,28,34.0,0.08,2023-02-01,1,56,156.5
557,139,17,24.0,0.03,2023-02-01,2,56,100.0
1614,126,21,17.0,0.1,2023-02-01,6,56,28.0
26,176,29,80.0,0.25791719543147207,2023-02-01,6,7,190.0
244,126,21,80.0,0.08,2023-02-01,8,56,80.0
619,24,15,80.0,0.5,2023-02-01,1,56,76.0
985,70,6,80.0,0.08,2023-02-01,1,15,245.0
990,126,2,80.0,0.08,2023-02-01,1,56,156.5
1128,98,13,80.0,0.25791719543147207,2023-02-01,5,56,137.0
1227,159,12,80.0,0.25791719543147207,2023-02-01,15,56,52.0
1356,51,30,80.0,0.06,2023-02-01,1,56,10700.0
1193,148,10,2000.0,0.07,2023-01-31,1,56,216.0
1083,148,6,960.0,0.08,2023-01-31,1,56,156.5
1812,148,13,525.0,0.03,2023-01-31,1,56,230.0
754,24,20,500.0,0.07,2023-01-31,1,56,100.0
1713,148,10,365.0,0.2,2023-01-31,1,56,144.0
1481,63,6,200.0,0.04,2023-01-31,1,17,344.0
1801,148,26,150.0,0.17,2023-01-31,1,56,1600.0
1789,18,10,100.0,0.25791719543147207,2023-01-31,7,17,1300.0
1633,126,2,60.0,0.14,2023-01-31,15,56,235.0
678,90,30,54.0,0.25791719543147207,2023-01-31,15,36,12.0
16,173,28,19.0,0.09,2023-01-31,15,25,80.0
1075,8,14,80.0,0.04,2023-01-31,1,56,156.5
1139,185,6,80.0,0.08,2023-01-31,1,7,1100.0
1225,3,15,6000.0,0.13,2023-01-30,1,34,156.5
1110,3,20,1500.0,0.15,2023-01-30,0,34,156.5
97,98,30,800.0,0.5,2023-01-30,1,55,629.0
696,40,26,500.0,0.25791719543147207,2023-01-30,1,56,1400.0
810,148,14,343.0,0.25791719543147207,2023-01-30,1,56,12.0
663,11,12,250.0,0.06,2023-01-30,0,49,1200.0
463,18,12,156.0,0.04,2023-01-30,1,17,9900.0
785,148,12,140.0,0.2,2023-01-30,11,56,1900.0
326,86,26,65.0,0.13,2023-01-30,6,17,205.0
134,136,10,80.0,0.25,2023-01-30,1,56,156.5
1124,46,26,80.0,0.25791719543147207,2023-01-30,8,5,322.0
1165,38,13,80.0,0.25791719543147207,2023-01-30,6,56,224.0
1266,92,3,80.0,0.33,2023-01-30,5,56,176.0
1295,124,15,80.0,0.12,2023-01-30,1,56,425.0
1479,148,10,80.0,0.25791719543147207,2023-01-30,1,56,3000.0
751,70,28,80.0,0.25791719543147207,2023-01-29,5,15,43.0
997,157,10,60.0,0.5,2023-01-28,15,5,156.5
375,148,3,19.0,0.25791719543147207,2023-01-28,4,56,101.0
1381,115,26,138.0,0.07,2023-01-27,4,7,156.5
454,17,26,100.0,0.06,2023-01-27,8,22,390.0
1372,99,26,100.0,0.25791719543147207,2023-01-27,3,56,156.5
1566,148,22,100.0,0.25791719543147207,2023-01-27,1,56,156.5
726,18,30,73.0,0.25791719543147207,2023-01-27,15,17,156.5
991,164,3,29.0,0.1,2023-01-27,6,46,100.0
1422,115,3,21.0,0.25,2023-01-27,4,7,45.0
2,176,20,19.0,0.17,2023-01-27,5,7,21.0
455,148,15,80.0,0.25791719543147207,2023-01-27,4,56,18.0
572,42,10,80.0,0.25791719543147207,2023-01-27,15,41,273.0
1073,126,26,80.0,0.25791719543147207,2023-01-27,4,56,47.0
1375,183,22,3000.0,0.03,2023-01-26,1,17,1300.0
388,148,6,221.0,0.08,2023-01-26,1,56,455.0
495,81,10,80.0,0.2,2023-01-26,7,56,550.0
1035,98,10,80.0,1.0,2023-01-26,1,55,156.5
1248,151,22,80.0,0.1,2023-01-26,5,56,43.0
1303,148,2,80.0,0.25791719543147207,2023-01-26,7,56,226.0
766,126,14,3900.0,0.02,2023-01-25,1,56,156.5
890,148,14,1300.0,0.07,2023-01-25,1,56,156.5
1439,148,26,360.0,0.25791719543147207,2023-01-25,0,56,50.0
961,98,3,330.0,0.35,2023-01-25,0,55,13.0
343,146,24,250.0,0.25,2023-01-25,15,56,156.5
699,148,15,130.0,0.07,2023-01-25,1,56,550.0
1452,159,17,130.0,0.15,2023-01-25,7,56,171.0
1629,18,30,80.0,0.07,2023-01-25,7,17,646.0
285,99,26,80.0,0.25791719543147207,2023-01-25,4,56,51.0
575,173,10,80.0,0.25791719543147207,2023-01-25,15,25,156.5
1097,126,11,80.0,0.25791719543147207,2023-01-25,9,56,657.0
1172,157,10,80.0,0.07,2023-01-25,1,5,156.5
1275,3,22,80.0,0.3,2023-01-25,15,34,156.5
1720,139,31,1300.0,0.17,2023-01-24,1,56,834.0
799,148,15,245.0,0.15,2023-01-24,8,56,379.0
202,148,10,50.0,0.1,2023-01-24,8,56,1300.0
1185,176,27,40.0,0.2,2023-01-24,5,7,36.0
656,87,23,21.0,0.28,2023-01-24,4,17,41.0
1108,43,15,16.0,0.25791719543147207,2023-01-24,4,56,14.0
1735,176,20,11.0,0.2,2023-01-24,15,7,156.5
363,18,13,80.0,0.1,2023-01-24,6,17,332.0
399,24,10,80.0,0.14,2023-01-24,6,56,160.0
771,8,1,80.0,0.25791719543147207,2023-01-24,5,56,451.0
1175,148,23,80.0,0.07,2023-01-24,1,56,173.0
1405,98,13,80.0,0.09,2023-01-24,5,55,23.0
1501,169,21,600.0,0.06,2023-01-23,1,50,2100.0
1690,148,18,150.0,0.03,2023-01-23,14,56,2700.0
798,17,20,50.0,0.25791719543147207,2023-01-23,15,22,320.0
800,126,20,40.0,0.1,2023-01-23,1,56,295.0
210,170,26,30.0,0.25791719543147207,2023-01-23,4,1,23.0
543,148,28,30.0,0.17,2023-01-23,5,56,97.0
1071,173,20,20.0,0.15,2023-01-23,6,56,69.0
268,67,7,80.0,0.7,2023-01-23,4,22,16.0
645,126,3,80.0,0.1,2023-01-23,15,56,423.0
1832,126,20,80.0,0.08,2023-01-23,1,56,117.0
135,3,10,80.0,0.25791719543147207,2023-01-22,6,34,115.0
683,148,2,12000.0,0.06,2023-01-20,1,56,26.0
1776,24,26,1750.0,0.1,2023-01-20,1,56,1700.0
1556,17,12,380.0,0.06,2023-01-20,15,22,3600.0
999,17,15,200.0,0.25791719543147207,2023-01-20,0,22,192.0
1763,184,21,130.0,0.07,2023-01-20,9,56,307.0
178,148,16,92.0,0.25791719543147207,2023-01-20,0,56,156.5
848,159,13,47.0,0.25791719543147207,2023-01-20,15,56,169.0
536,157,26,31.0,0.1,2023-01-20,15,5,14.0
515,159,15,30.0,0.25791719543147207,2023-01-20,15,56,1.0
334,148,6,22.0,0.27,2023-01-20,6,56,64.0
124,159,10,80.0,0.25791719543147207,2023-01-20,0,56,341.0
431,24,15,80.0,0.7,2023-01-20,6,56,156.0
1048,184,6,80.0,0.25791719543147207,2023-01-20,5,56,91.0
1630,99,2,80.0,0.25791719543147207,2023-01-20,0,56,156.5
1841,92,26,80.0,0.25791719543147207,2023-01-20,0,56,62.0
273,184,10,1100.0,0.25791719543147207,2023-01-19,1,56,156.5
1277,148,30,300.0,0.25791719543147207,2023-01-19,1,56,1200.0
1785,126,24,300.0,0.25791719543147207,2023-01-19,1,56,22200.0
756,148,22,115.0,0.35,2023-01-19,5,56,153.0
1385,126,26,100.0,0.05,2023-01-19,15,56,965.0
259,8,17,62.0,0.09,2023-01-19,1,56,233.0
1354,99,2,46.0,0.25791719543147207,2023-01-19,0,56,21.0
763,24,11,30.0,0.25791719543147207,2023-01-19,7,56,269.0
506,121,30,80.0,1.0,2023-01-19,15,56,2.0
564,148,21,80.0,0.25791719543147207,2023-01-19,8,56,145.0
765,138,14,80.0,0.25791719543147207,2023-01-19,15,56,21.0
770,159,17,80.0,0.25791719543147207,2023-01-19,15,56,521.0
977,99,20,80.0,0.06,2023-01-19,1,56,400.0
1057,108,24,80.0,0.7,2023-01-19,4,56,13.0
1217,148,15,80.0,0.3,2023-01-19,1,56,225.0
1268,148,6,80.0,0.28,2023-01-19,5,56,56.0
1495,170,10,80.0,0.25791719543147207,2023-01-19,4,1,41.0
1769,11,8,80.0,0.15,2023-01-19,1,49,167.0
1021,159,22,10000.0,0.05,2023-01-18,1,56,1.0
1489,133,28,450.0,0.1,2023-01-18,0,56,125.0
1589,126,15,300.0,0.06,2023-01-18,1,56,172.0
1765,126,30,275.0,0.2,2023-01-18,1,56,1300.0
13,148,29,155.0,0.07,2023-01-18,1,56,253.0
1174,126,10,140.0,0.2,2023-01-18,1,56,571.0
153,35,22,137.0,0.14,2023-01-18,15,7,69.0
803,50,31,109.0,0.12,2023-01-18,1,56,179.0
836,25,28,100.0,0.12,2023-01-18,9,56,416.0
1890,186,10,100.0,0.07,2023-01-18,1,56,1100.0
1510,24,22,100.0,0.24,2023-01-18,1,56,260.0
744,179,20,70.0,0.07,2023-01-18,6,7,300.0
357,18,15,31.0,0.31,2023-01-18,15,17,47.0
31,148,10,20.0,0.03,2023-01-18,9,56,491.0
12,41,12,80.0,0.1,2023-01-18,15,56,275.0
49,70,16,80.0,0.2,2023-01-18,7,15,420.0
140,142,10,80.0,0.15,2023-01-18,1,56,946.0
160,156,15,80.0,0.3,2023-01-18,6,8,204.0
304,98,30,80.0,0.25791719543147207,2023-01-18,1,55,2000.0
364,148,22,80.0,0.25791719543147207,2023-01-18,7,56,240.0
429,6,23,80.0,0.25791719543147207,2023-01-18,5,56,54.0
955,126,15,80.0,0.2,2023-01-18,1,56,156.5
994,48,16,80.0,0.25791719543147207,2023-01-18,0,56,854.0
1323,107,26,80.0,0.14,2023-01-18,1,1,55.0
927,115,26,300.0,0.1,2023-01-17,1,7,1200.0
1707,148,22,284.0,0.03,2023-01-17,1,56,1300.0
232,98,30,206.0,1.0,2023-01-17,15,55,2400.0
359,176,30,150.0,0.25791719543147207,2023-01-17,15,7,253.0
555,17,29,142.0,0.15,2023-01-17,7,22,87.0
1704,157,22,110.0,0.1,2023-01-17,7,5,336.0
1675,22,1,100.0,0.25791719543147207,2023-01-17,5,10,218.0
68,24,22,50.0,0.65,2023-01-17,0,56,92.0
963,99,24,44.0,0.25791719543147207,2023-01-17,5,56,31.0
1353,148,22,30.0,0.25791719543147207,2023-01-17,1,56,44.0
586,169,2,80.0,0.25791719543147207,2023-01-17,15,56,59.0
671,67,30,80.0,0.7,2023-01-17,6,22,54.0
940,148,29,80.0,0.16,2023-01-17,1,56,12.0
1148,148,22,80.0,0.25791719543147207,2023-01-17,1,56,156.5
1311,32,12,80.0,0.25791719543147207,2023-01-17,15,0,2300.0
1314,8,10,80.0,0.25791719543147207,2023-01-17,0,56,2.0
1820,157,10,80.0,0.25791719543147207,2023-01-17,1,5,156.5
1171,157,10,500.0,0.07,2023-01-16,1,5,156.5
1424,17,2,500.0,0.2,2023-01-16,11,22,1700.0
688,78,12,75.0,0.25791719543147207,2023-01-16,5,22,17.0
344,176,10,50.0,0.3,2023-01-16,6,7,698.0
500,17,12,80.0,0.03,2023-01-16,15,22,382.0
776,170,10,80.0,0.1,2023-01-16,6,1,74.0
1319,117,12,80.0,0.02,2023-01-16,15,22,548.0
277,17,12,120.0,0.25791719543147207,2023-01-15,6,22,126.0
1475,126,20,100.0,0.3,2023-01-15,6,56,104.0
165,117,12,40.0,0.43,2023-01-15,4,22,21.0
453,135,12,80.0,0.05,2023-01-15,8,22,254.0
188,163,14,900.0,0.25791719543147207,2023-01-13,15,9,156.5
1123,17,30,200.0,0.25791719543147207,2023-01-13,13,22,5000.0
205,8,22,140.0,0.1,2023-01-13,15,56,156.5
1744,148,15,40.0,0.25791719543147207,2023-01-13,5,56,101.0
92,27,15,80.0,1.0,2023-01-13,6,56,155.0
295,137,30,80.0,0.25791719543147207,2023-01-13,1,56,1600.0
362,20,20,80.0,0.25791719543147207,2023-01-13,15,56,2.0
666,184,22,80.0,0.25791719543147207,2023-01-13,0,56,21.0
825,24,23,80.0,0.09,2023-01-13,6,56,114.0
910,148,10,225.0,0.14,2023-01-12,1,56,392.0
1468,175,21,120.0,0.4,2023-01-12,9,56,410.0
1462,17,29,115.0,0.25791719543147207,2023-01-12,5,22,28.0
1231,157,10,111.0,0.39,2023-01-12,5,5,42.0
195,98,3,110.0,0.28,2023-01-12,7,55,490.0
693,6,10,104.0,0.21,2023-01-12,7,56,556.0
298,17,10,100.0,0.25791719543147207,2023-01-12,5,22,41.0
983,184,6,64.0,0.25791719543147207,2023-01-12,15,56,334.0
458,24,15,55.0,0.06,2023-01-12,1,56,156.5
52,9,15,46.0,0.3,2023-01-12,3,56,156.5
287,148,7,22.0,0.25791719543147207,2023-01-12,5,56,51.0
414,164,3,80.0,0.2,2023-01-12,15,56,156.5
896,148,13,80.0,0.15,2023-01-12,9,56,328.0
921,148,2,80.0,0.14,2023-01-12,1,56,158.0
1359,109,20,80.0,0.15,2023-01-12,5,56,34.0
592,148,18,640.0,0.2,2023-01-11,8,56,2400.0
1289,150,22,270.0,0.05,2023-01-11,1,56,400.0
1739,148,15,250.0,0.15,2023-01-11,1,56,3500.0
1634,148,10,123.0,0.11,2023-01-11,9,56,565.0
834,148,28,100.0,0.06,2023-01-11,2,56,205.0
372,117,3,80.0,0.25791719543147207,2023-01-11,7,22,244.0
712,148,28,69.0,0.25791719543147207,2023-01-11,1,56,349.0
530,24,15,41.0,0.25791719543147207,2023-01-11,5,56,94.0
813,148,22,40.0,0.2,2023-01-11,0,56,156.5
333,126,2,33.0,0.25791719543147207,2023-01-11,6,56,133.0
294,148,13,80.0,0.1,2023-01-11,10,56,1100.0
929,159,13,80.0,0.15,2023-01-11,6,56,33.0
1165,38,13,80.0,0.25791719543147207,2023-01-11,6,56,224.0
1170,98,10,80.0,0.08,2023-01-11,7,55,293.0
376,148,3,950.0,0.2,2023-01-10,1,56,549.0
797,148,6,450.0,0.07,2023-01-10,1,56,156.5
193,148,10,340.0,0.28,2023-01-10,1,56,665.0
1632,170,10,120.0,0.25791719543147207,2023-01-10,6,1,95.0
391,126,3,100.0,0.11,2023-01-10,7,56,726.0
610,148,28,100.0,0.1,2023-01-10,1,56,125.0
1617,179,7,76.0,0.19,2023-01-10,1,7,22.0
885,117,7,60.0,0.25791719543147207,2023-01-10,8,22,190.0
1183,121,2,60.0,0.75,2023-01-10,5,56,36.0
665,176,18,55.0,0.05,2023-01-10,6,7,178.0
1330,17,13,40.0,0.2,2023-01-10,1,22,156.5
1530,173,21,40.0,0.2,2023-01-10,5,25,111.0
4,99,26,80.0,0.25791719543147207,2023-01-10,6,56,120.0
149,98,13,80.0,0.12,2023-01-10,7,56,223.0
293,8,26,80.0,0.25791719543147207,2023-01-10,15,56,383.0
335,109,16,80.0,0.15,2023-01-10,0,56,20.0
546,159,22,80.0,0.21,2023-01-10,4,56,10.0
1766,24,11,80.0,0.04,2023-01-10,9,56,404.0
568,152,15,315.0,0.57,2023-01-09,1,56,1200.0
307,136,15,80.0,0.25791719543147207,2023-01-09,1,56,560.0
516,24,15,80.0,0.2,2023-01-09,1,56,656.0
1400,148,6,80.0,0.2,2023-01-09,8,56,602.0
1028,98,21,50.0,0.1,2023-01-08,12,55,160.0
1768,148,22,43.0,0.03,2023-01-08,1,56,307.0
762,14,3,275.0,0.2,2023-01-06,15,9,2.0
282,148,15,200.0,0.25791719543147207,2023-01-06,7,56,522.0
215,17,30,40.0,0.05,2023-01-06,7,22,214.0
129,43,28,80.0,0.25791719543147207,2023-01-06,6,56,88.0
288,99,13,80.0,0.25791719543147207,2023-01-06,2,56,30.0
404,148,19,80.0,0.25791719543147207,2023-01-06,15,56,156.5
893,65,26,80.0,1.0,2023-01-06,3,56,40.0
1040,148,14,80.0,0.75,2023-01-06,5,56,204.0
1549,186,3,80.0,0.3,2023-01-06,4,56,9.0
415,152,15,388.0,0.25791719543147207,2023-01-05,1,56,999.0
1492,148,22,200.0,0.5,2023-01-05,1,56,326.0
1480,146,10,104.0,0.19,2023-01-05,8,56,646.0
646,126,3,60.0,0.3,2023-01-05,4,56,156.5
1038,164,26,40.0,0.02,2023-01-05,9,46,472.0
1685,148,2,40.0,0.25791719543147207,2023-01-05,1,56,12900.0
